SYMBOL	len
CLVS1	216673
ENSG00000254248	21892
ZNF436-AS1	5566
ENSG00000253141	17902
BNIP3L	23686
ENSG00000253892	7334
LINC00589	67001
ENSG00000254047	6634
TRHR	37980
ENSG00000253286	28419
ENSG00000253106	6133
DNAAF11	109060
ENDOV	11879
FGL1	32925
FAXDC2	31842
CDC42P5	6568
TENM2	1288128
DGLUCY	56634
GINS4	16165
FUT10	96366
ENSG00000254372	6787
MIB2	18105
SOD1P3	6153
FOXP3	12871
ENSG00000234713	6253
VEGFA	16315
C8orf34	491068
NKX6-3	11340
ENSG00000253825	11282
ENSG00000253160	6234
ENSG00000254366	141218
CCNC	30582
ASAP1	397270
ENSG00000253354	35005
IGKV2-23	6231
HCK	52258
LINC01111	120702
FBXO16	67294
ATP6V1C1	54968
ENSG00000253894	12633
ENSG00000253346	6016
TRIQK	88209
ENSG00000253629	5546
ENSG00000253523	7048
IGHVII-26-2	6024
OPRM1	111308
MPP2	37638
PENK	7118
GRIA1	324508
TCEA1	28234
LRRTM2	8436
TCAF2	8398
ENSG00000253884	5880
CHCHD7	9821
RNF145	57454
TBC1D31	54200
RPL26L1-AS1	9923
ENSG00000253567	9948
ZNF436-AS1	5274
VEGFA	16411
CTNNA1	155908
ENSG00000254037	6196
RUNX1T1	149164
IGKV2-10	6394
ENSG00000253947	7599
LY6K	5609
IGHVIII-2-1	5990
RUNX1T1	141071
TRAPPC2	13913
ENSG00000253499	6211
PPP3CC	84994
ENSG00000253380	21117
RELL2	6611
ATP6V1C1	51116
C8orf44	9021
ENSG00000254020	7787
SNTG1	886040
DGLUCY	113982
SUMO2P18	6598
RPS20	6882
LNMICC	7275
PCDHGA11	92955
LY96	40648
RPL26L1-AS1	9327
TMCC1P1	7679
ENDOV	25595
ENDOV	25628
TCF7	33560
MSC-AS1	277235
SUMO2P19	6279
ENSG00000237810	7158
PGAM5P1	6513
KRT18P41	6976
LINC03084	51446
LINC03018	7070
DST	24187
TPD52	142519
PCMTD1-DT	53559
HOXA-AS3	11765
RUNX1T1	141357
ENSG00000253468	6602
PSAT1P1	6805
ENSG00000254113	11392
ENSG00000253288	279826
TNIP1	56193
IKBKB	4059
ENSG00000254293	7712
SFTA3	44528
ADAM7-AS1	97401
ZNF419	7705
PABPC1	24688
NSMCE2	93675
ENSG00000253997	6084
DERL1	15908
DGLUCY	56319
NRG1-IT3	4979
SLC18A1	43374
ENSG00000253223	7752
EIF3E	52688
ENSG00000253670	6274
ENSG00000254054	5814
NDST1-AS1	16137
ENSG00000254115	60476
HMBOX1	164245
ENSG00000253926	32903
NKAIN3	754082
EVX1-AS	6732
MOK	22739
ENSG00000293376	23002
HDAC2	43820
MTUS1	7459
SLC45A4	27104
MSC-AS1	102369
TRIQK	85310
CASC11	39048
RPL12P22	6189
TRPS1	211956
IGHVII-60-1	5955
PINX1	80417
CEP57L1	63462
TEK	123546
PABPC1	24329
ENSG00000253940	5862
HDAC2-AS2	374037
CLDN23	5159
ENSG00000254177	12221
HDAC2	35706
CYRIB	180902
RPL6P32	6840
ENSG00000254170	13048
ENSG00000253530	6653
WASHC5-AS1	7305
MRPS27	94631
ENSG00000253422	6365
ENSG00000254367	35761
TOP1MT	56317
LINC01606	16547
LACTB2-AS1	35774
ENSG00000253195	4981
IGHV3-32	6157
ENSG00000254201	5890
LINC01288	84336
ENSG00000253775	48743
DUXAP2	6288
IGHV7-34-1	6133
PAGE3	11952
TENM2	512221
SH2D4A	83977
SCIN	67169
LINC02155	7367
EVX1-AS	7709
ADRA1A	114116
ENSG00000213414	7260
ASPH	95688
RPL26L1	13258
LINC01606	89873
PKIA-AS1	29171
ENSG00000253568	5859
PCM1	107775
CLN8	20540
PMP2	10726
FAM110B	157261
MTUS1	116019
ARFGAP1	20004
ENSG00000254189	6570
ENSG00000224722	6947
IGHVII-62-1	5934
C8orf44-SGK3	195856
IGKV1-32	6144
ERI1	33494
AP3B1	299912
NRG1	1128183
TPD52	139593
ENSG00000253432	12225
ZC2HC1A	56715
IGHEP2	4255
ADAM32	180301
ANKRD46	16511
RRM2B	36441
PCAT1	169661
ALG1L13P	8937
ENSG00000254288	50513
CARD8	23259
IGHVIV-44-1	6111
LINC01339	60845
ENSG00000253385	4620
IPCEF1	93700
SPSB2	7443
ADAM7-AS2	30216
ENSG00000253872	25118
CHCHD7	6041
ATP6V0E1	54674
ENSG00000253980	30838
RDH10	29083
GABRP	31773
LY6K	6340
HEPH	109196
ENSG00000253141	10367
IGHV8-51-1	6006
CNOT8	19826
ENSG00000253728	6502
TACC1	125607
ENSG00000253198	6021
PTK2	301905
ENSG00000253726	22798
ENSG00000254309	5985
CCN4	39741
IGHV1-68	6140
SOX30	51005
KCNQ3	357188
RNF19A	51899
PTK2	111821
CPEB4	41298
FBXO16	23963
SUMO2P16	5963
LETM2	11131
PCDHGB4	128277
MCPH1	43827
ELOC	31405
ENSG00000253991	6546
ENSG00000254035	23726
EGR3	8454
FAM90A12P	10441
ENSG00000254219	7772
ENSG00000285868	124204
NCRNA00250	7568
NCALD	37243
PLAT	37704
BIN3	54101
PLEKHF2	23842
TMEM64	171660
DERPC	20278
ZFAND1	24074
CHRAC1	8156
ENSG00000293375	60158
IGHVII-53-1	5954
CYRIB	104075
ENSG00000205236	66046
TG	173296
LY6E	6703
TATDN1	56263
LINC01289	19071
ENSG00000253880	218884
SLIT3	645099
ZNF454	28235
ENSG00000253217	16112
LINC03000	877665
GPBAR1	5846
TRIB1	6645
ENO3	9008
DNAAF11	109222
ANKRD46	44712
GABRP	29329
ENO3	9010
ENSG00000253163	6930
ARFGAP1	20004
LINC03023	17892
RPS20	7131
LY6E	6256
STMN4	24764
EEF1B2P2	6375
EIF3E	52681
DOCK2	300544
LINC03047	12928
ERLIN2	24788
SH3PXD2B	134877
RBPMS	163284
TSNARE1	138393
RIPK2-DT	154018
EFR3A	76741
PPIAP84	6181
ENSG00000253416	11808
SYNPO	14659
SLC2A3P1	7150
CSPP1	114763
KRT8P3	4448
CCNJL	63875
TRPS1	159413
SLC25A30	30757
ENSG00000214890	6712
CIBAR1	19941
ENSG00000254330	36385
PAK3	127585
DCAF13	15018
HMGB4	7316
RHOBTB2	34024
VNN3P	17466
SLC30A8	44455
ADAM7-AS1	616888
ENSG00000254290	8078
LOXL2-AS1	32917
ENSG00000253507	12342
PPP1R3B	17711
ENSG00000253843	6477
IGHV1-67	6139
CD14	7644
UNC13A	92718
ENSG00000272772	74473
ENSG00000254316	6290
FAM85B	64495
SAP30L-AS1	122082
LYN	137334
MAP2K1P1	4187
LINC01605	109120
ZNF706	12542
TBC1D9B	15439
MAGI2	417337
LINC03000	125915
MSC-AS1	213774
RBPMS-AS1	8869
ENSG00000254295	5255
ENSG00000253176	4905
MAFA-AS1	4471
ENSG00000253361	12477
IGHV3-52	6150
IGHVII-51-2	5958
CYCSP23	6012
ENSG00000253806	6107
TMEM68	39351
ENSG00000253398	48140
ENSG00000254084	46279
IGHVII-46-1	5736
FCHSD1	9203
ENSG00000253270	13362
ENSG00000254141	12040
RPS20	12914
OSGEPL1	22267
DENND3	70215
LINC02949	16135
ENSG00000253768	13721
CYRIB	105939
COX6B1P4	6183
CPEB4	66908
RAD21	34126
ENSG00000253824	39692
TMEM67	24880
CLVS1	216672
RUNX1T1	141537
IGHVIII-67-2	5787
MINCR	6122
ENSG00000253330	6807
RNF139-DT	7456
RNF145	56364
PCAT1	158540
PTK2	127822
ZNF706	12493
TRAPPC2	24438
AP3B1	213434
ENSG00000253527	9297
MCF2	132097
ZNF879	11517
LINC03000	21875
SDAD1P1	9429
DMTN	26301
ATP6V0E1	54103
SDC2	32751
FBXL8	7213
LINC02143	25418
MTDH	83697
HOXA10-AS	6016
ZNF704	251688
SFTPB	16585
VN1R46P	6549
CARD8	51905
ATXN7L3B	10595
POTEA	74035
STAU2	194352
RRM2B	36441
RMDN1	40360
TRIQK	84696
SLC25A37	49507
RPL26L1	13987
ENSG00000253445	12966
ENSG00000253344	54072
AGO2	109825
ENSG00000253281	22030
LINC02842	9680
IGHVII-65-1	6001
LINC03093	14325
STMN4	28216
IGKV2-36	5922
CSMD1	2062573
CARD8	23262
ENSG00000253750	5939
ACSM1	80145
CARD8	44156
MATN2	151235
ENSG00000254340	7011
EXTL3-AS1	8761
ENSG00000253853	98164
XKR9	68092
FER1L6-AS2	131149
ENSG00000253321	9272
HDAC2-AS2	62349
ACTBP6	4089
ENSG00000253754	4344
TBCA	88708
ENSG00000254192	16248
ANGPT1	90710
IGHV3-62	6143
HMGB1P46	6309
ENSG00000254171	29941
ENSG00000289810	7430
HTR4	42893
CIBAR1-DT	213270
LINC02842	62787
PEX2	23713
PTP4A3	42525
MYOZ3	7808
AMPD1	28148
NAT2	12706
IGHV1-17	6118
RFPL4AP7	5914
PGRMC2	25287
ENSG00000253942	6332
ENSG00000254208	6328
COL13A1	159277
ENSG00000253620	5929
PABPC1	24997
IGHV3-57	5979
ENSG00000253720	13105
ENY2	12511
ENSG00000253593	18911
PTK2	26876
CARD8	44739
PAX5	199713
LINC02839	67826
RBPMS	165280
ENSG00000253855	6184
ENSG00000253979	4360
EBF2	209388
TSNARE1	148296
SDCBP	31798
ENSG00000253427	21407
G3BP1	36372
SLC20A2	129409
ENSG00000253838	4492
CAAP1	56237
ATP6V1H	129988
RBPMS	105974
VTA1P2	6610
LINC00824	28347
ELOC	32262
SNAP91	161064
ZFAT	224229
LYN	137333
CHCHD10	7742
ENSG00000253573	86485
DLC1	36351
HMGB1P41	6139
GABRB2	259960
ELOC	32772
THAP12P7	7989
IDI1P2	6368
LINC03020	17553
SLC20A2	90456
COL13A1	159615
ENSG00000254024	37022
IL7	76963
COX6C	21173
DDHD2	33816
TRPS1	259785
LINC02365	11690
PAX5	199180
ENDOV	25630
OPRK1	27899
BIN3	49775
ANKRD65	8724
ENSG00000254164	4337
ZFP2	23347
SNAP91	162201
MPP2	35904
RPL7P20	6444
ANKAR	73659
TPT1-AS1	51031
ANKRD46	44635
FAM114A2	51652
ENSG00000290469	21961
LYRM2	7536
LINC01932	20412
DGLUCY	114289
SNRPCP17	5904
ZNF696	7390
CTHRC1	13556
TACC1	113861
ZNF706	12049
SNHG6	9307
C4orf46P3	6040
ENSG00000253135	6175
ZFAT	224466
TSPAN18	208461
ARHGEF10	137653
TBCA	90745
ENDOV	25914
ENSG00000253821	56059
CCNC	31911
ENSG00000253793	6562
ENSG00000254002	22411
ATOX1	16773
ENSG00000253697	5843
ENSG00000254178	11706
IGHVIII-26-1	5949
PPP1R3B-DT	13029
ENSG00000253275	4189
TENM2	511182
ENSG00000258864	43369
NRG1	1106469
TNKS	157495
BNIP3L	30094
IGHV3-42	6135
CREBRF	38168
LINC01605	78130
ENSG00000253322	216563
CCNC	31973
TRIQK	86476
ENSG00000253746	6985
ZFPM2-AS1	285978
CES5A	34780
KCNK9	91702
LYRM2	23055
ENSG00000253965	15626
NRG1-IT1	40241
THUMPD3-AS1	14312
PTTG1	9800
MAILR	4503
HPYR1	6681
LY6E	6881
SCUBE2	76415
COX6C	21542
ENSG00000254193	5844
ENSG00000254143	14154
ZFPM2	487327
ENSG00000254314	7072
ENSG00000253493	6060
NRG1	99104
RPL31P40	6072
SPAG1	39349
CCNE2	22608
PCAT1	121518
CIBAR1-DT	85084
HTR4	161244
MTCO1P4	4875
TPD52	49931
FBXO41	35488
LY6E	6112
TCEA1	34472
MAILR	141074
UBR5	166127
ZNF419	7566
GSDMB	19738
ENSG00000254343	7004
NAT1	4445
EIF5AL1	6907
CLSPN	39223
ANKRD46	55690
HCK	52614
ENSG00000224012	6004
RBM12B	18554
ENSG00000253854	4593
ENSG00000253683	5891
RIMS1	517103
LINC03021	33739
LNCOC1	30449
ENSG00000293372	5588
ZFP41	9770
ENSG00000254011	11713
ENSG00000253420	29113
TPT1-AS1	40242
ENSG00000253356	18031
BRF2	10836
MCF2	116086
SFTPC	5679
ENSG00000254197	17634
ENSG00000284956	34133
TACC1	30974
MTND6P3	6241
TACC1	125603
ENSG00000253472	6337
RPS20	7156
TTI2	19294
RNF145	54813
ENSG00000253886	4167
SPAG1	39774
DST	399652
ENSG00000253671	14927
ENSG00000253778	55623
OSGEPL1-AS1	5852
IMPDH1P6	4513
ENSG00000248544	10636
OSGIN2	21558
FAM114A2	52122
CNOT8	19831
PCDHA2	13762
TMEM67	64982
TRIQK	138053
CARS1P2	5976
DNPEP	19969
ENSG00000254043	10851
MRNIP	27695
SLC36A1	54643
ENSG00000254163	41454
OPRM1	111308
GINS4	11815
KRT18P37	4281
ADAM7	54066
IGHV3-22	6161
RUNX1T1	141180
ZFAT	224462
PDP1	10454
ENSG00000253183	4359
HIGD1AP18	5977
UTP23	81889
ANGPT1	90710
KCNIP1	235265
MRPL9P1	6312
ENSG00000253717	8896
MAILR	140404
CARD8	51099
LSM1	19039
ENSG00000253652	17957
ENSG00000254207	6389
LINC02219	11531
LINC00824	146114
ADAM18	29990
MIB2	18105
ENSG00000254238	8732
ENSG00000253373	8310
ASAH1	33356
ENSG00000253259	6415
PCDHGB6	107954
FAM90A24P	10923
ANKRD6	67524
ENSG00000253206	23728
SUMO2P20	5982
PABPC1	25658
ENSG00000223908	6005
IKBKB	64158
ENSG00000253162	7573
GOLGA7	23389
UBR5-DT	17364
RTL9	100486
ENSG00000291073	61277
DCTN6	27652
IKBKB	62749
CTNNA1-AS1	14575
CHILL1	8811
ENSG00000253562	8022
TRIB1	7719
IGHV3-36	6157
CCAR2	16560
LINC02842	70718
ENSG00000253645	8351
NSMCE2	93952
CPEB4	69895
ENSG00000253526	10468
PLPPR3	15167
CTHRC1	8476
ENSG00000254099	17750
CEP57L1	71363
PLAA	45130
IGHV4-55	6150
HDAC2-AS2	27319
PTK2	127196
LINC01299	41743
DNM3	472755
DOCK2	449107
NPIPB13	28564
NEURL1B	48659
ENSG00000253557	180177
LINC01606	4291
TNIP1	56771
CHRNA2	23615
SNHG6	9479
VEGFA	16866
CLK4	10918
TCF7	33963
ENSG00000254057	17989
IGHV7-40	5995
ZNF829	33597
FAXDC2	40468
TACC1	63170
SGK3	88228
TULP2	22192
ENSG00000251330	6348
KHDRBS3	192063
ZNF706	33283
LINC02839	57677
CLN8	19940
RAD21	34184
SRI-AS1	5566
LY6E	6373
IGHVII-28-1	5952
ENSG00000254263	14293
ELP3	103925
ENSG00000253280	8793
ENTPD4-DT	29370
INTS9	128008
ENSG00000253200	8449
HOTTIP	8415
MAL2-AS1	28739
ENSG00000253143	15211
ENSG00000253184	63624
H2AZP7	6039
PTK2	348494
ENSG00000253205	43019
ENSG00000213386	6437
PPIL6	56113
LINC01300	7116
LINC01553	11152
DGLUCY	114270
WWC1	180066
LRRTM2	8549
LINC02055	110767
ENSG00000253632	6011
BAALC-AS1	24467
RN7SL260P	5981
IGHVII-78-1	5968
SFTA3	45529
HNRNPH1	26264
CDKL3	73345
PVT1	81312
ENSG00000254277	30058
LINC01606	4702
KCNQ3	323982
ENSG00000253164	25513
ENSG00000253125	13689
ENSG00000253735	12903
FLJ46284	71528
MTO1	42355
NPM2	15738
VDAC3	16585
HOXA-AS2	14754
FAM91A1	45023
BRF2	8604
ST3GAL1	122772
LY6E	6863
ENSG00000233170	6366
TOP1MT	56268
SGK3	152241
ENSG00000253901	370395
ENSG00000253197	61307
ENSG00000253256	41875
MIOXP1	6534
MINCR	6284
MSRA	194947
STAU2	331328
ENSG00000254055	23268
SKP1	25228
LINC02950	10322
ENSG00000253528	5980
ENSG00000253205	38825
ENSG00000254347	11661
TMEM68	18294
FLJ46284	64500
SLC30A8	225518
C1orf220	9093
LINC02209	35200
ENSG00000253172	6577
TRIM35	29237
SERPINE3	24069
LINC02866	15817
ENSG00000253607	31191
SLC2A3P4	4470
RPS20	7156
ATOX1	15810
RALYL	741570
NDUFB9P3	6200
ZNF706	12222
HNRNPA1P7	6662
MIR151A	5789
CEP57L1	66378
ZFAND1	24313
NUDT16	10056
RPL30	9493
NKX2-1-AS1	6738
ENSG00000253664	66430
GRPEL2-AS1	15226
EIF3E	52676
ENSG00000253252	7968
CCAR2	4912
IGKV2-29	6438
YWHAZ	37890
SFTPC	5682
WWP1-AS1	15855
MRNIP	26824
LINC01938	26875
PCMTD1	55868
UBE2V2	56061
ZNF619	13279
PSMC2P2	4044
PIWIL2	83734
ENSG00000253233	6076
SIRLNT	18220
CSNK1G3	73040
NECAB1	20325
RELL2	7006
LINC01942	19390
HSF4	8196
RALYL	218908
ENSG00000254222	33115
SFTA3	6309
PIK3R1	89065
BAALC-AS1	57990
RNF130	122392
IGHEP1	6433
NRIP3-DT	65981
EPHX2	57421
ENSG00000253888	41869
ENSG00000253496	243839
AACSP1	36107
LCP2	24696
STAU2	98930
CYFIP2	132467
RAD17	47540
TRAM1	40036
E2F5	29805
ENSG00000213985	4698
MRPS28	116672
EIF3E	21033
MIR124-2HG	13606
ENSG00000254028	4735
CNOT8	20355
STAU2	202037
TMEM200B	10174
ZNF317P1	4026
IGHVIII-38-1	5981
GPBAR1	5814
NRG1-IT1	76546
RPS14	10380
ENSG00000249738	25249
ENSG00000253680	5868
RPL26L1	13828
SNAP91	162511
ENSG00000254158	6546
RAD21-AS1	5444
IGHV3-19	5990
HS6ST2	339125
ENSG00000253407	20887
POLB	5872
VXN	25458
IGKV1OR22-1	6182
ENSG00000253207	19648
ENSG00000253949	48705
KLF3P1	6721
ALG11	24202
ENSG00000253875	28637
ENSG00000254321	9929
ANXA6	62316
ATP6V1C1	50988
KIF13B	122934
TMEM67	64537
CEP57L1	71426
CHCHD7	8879
H2AZ2	19430
HTR4	214185
FAM184A	123969
ZNF696	4908
LAPTM4B	80225
RPL7AP33	6287
RUNX1T1	18641
BHMT2	22428
ENSG00000253400	7129
C17orf107	4381
HGSNAT	23266
PTP4A3	43433
PRXL2AP2	6382
SMIM12	15087
CNOT8	19958
MTND2P32	4782
NSG2	200757
TNIP1	56789
OXR1	28010
ENSG00000254212	5939
ENSG00000253744	6339
NCALD	442125
TCEA1	61592
MRPS28	117023
RNF145	55541
CARD8	50080
TRIQK	85579
ENSG00000253740	4412
HNRNPA3P7	6681
ASH2L	36764
LINC01606	19227
RNF217	133196
PIK3R1	88727
LINC03054	6430
ENY2	12340
LINC00588	10425
HMMR-AS1	16669
NRG1	218379
NPM1	26074
TBC1D31	82394
IGHV3-60	6156
ENSG00000253891	13779
GLI4	11314
ENSG00000254031	51766
ENY2	14607
MATN2	170138
IGKV3-34	6189
RALYL	741357
ENSG00000254365	12653
LY6E	6894
IGKV1-13	6171
ENSG00000254307	7020
ENSG00000254194	41594
ENSG00000254061	6132
ENSG00000253396	8121
STAU2	203611
ENSG00000253690	94892
HTR4	191531
SNAP91	161956
PLEKHA2	73544
POU5F1P2	6522
CDKL3	68703
ENSG00000253865	5942
IGHVII-49-1	5923
ENSG00000253512	6029
NACA2	6498
ASAH1-AS1	16227
UTP14C	11909
INTS9	127857
EPHX2	56768
NT5C3B	16760
AFG3L2P1	7462
ENSG00000253988	12972
ENSG00000253698	4383
ENSG00000253331	120699
MEG3	7159
SLC25A51P3	6588
BUD31P1	6058
VPS37A	50929
CHCHD7	8852
KCNS2	7617
ENSG00000254237	41708
GRIA1	323322
NKX2-5	8011
FADS2	38941
ENSG00000253666	10478
RPL23AP53	6156
MTMR7	117376
KCNMB1	12682
EIF3H	119393
PTTG3P	6305
PABPC1	25654
H2AZP2	6081
ENSG00000253520	5989
ENSG00000253903	4707
SLIT3-AS2	6154
FBXO41	35441
ENSG00000253596	7993
ENSG00000254001	8812
ADAM2	99896
LINC03090	7492
ENSG00000253993	5999
ZFAND1	24434
ATAD2	101548
CFAP418-AS1	388115
LINC02906	38455
ENSG00000253604	6221
DPYSL2	147144
RNU6-323P	5806
ENSG00000253841	6186
FBXL8	5949
UBR5	164261
SLC36A1	35132
TLK1	243507
PVT1	148897
LINC01414	517315
ENSG00000253348	16832
SLC36A2	31405
IGKV2OR22-3	6430
DCAF13	16338
ENSG00000254180	177526
RIMS1	519595
ENSG00000253403	7761
TRIQK	88310
TRIB1AL	46925
CES5A	115577
PAX5	199180
ENSG00000254320	6065
ENSG00000254249	10158
LAMA4	151550
LYPLA1	56483
BTF3P1	6194
ENSG00000292999	11846
LY6E	6335
MATN2	170060
LINC02948	19170
MRPL22	31309
RPSAP74	6092
C1GALT1P3	6518
FADS2	52553
IGHVIII-82	5949
LY6E-DT	42032
PTDSS1	41790
ENSG00000290601	12981
MAPRE1P1	6496
CETN3	21747
PIK3R1	21085
LARP4	63579
ENSG00000254000	6874
ENSG00000253118	5936
CHTF8	17817
ENSG00000253966	10532
ENSG00000253801	6033
ENSG00000254006	22037
IGHV3-50	6138
SFTPC	5203
TNKS	5899
TRNP1	10194
MAL2	81494
SYNPO	37690
ENSG00000253836	101617
LINC03071	29322
ENSG00000253415	6768
ENSG00000246792	10850
IGHVIII-25-1	5940
IKBKB	62954
IRGM	5181
LINC02099	6988
DECR1	53522
COL13A1	159277
ENPP2	41299
LINC02267	511132
POTEA	73836
ENSG00000253976	12855
MAL2-AS1	37010
ENSG00000253693	432659
ENSG00000254165	6475
HAS2-AS1	7553
HDAC11	27822
RNF130	165770
PNOC	7707
PRSS55	31620
TVP23C-CDRT4	133240
ENSG00000254367	64486
ENSG00000254247	5996
IGHVII-30-1	6000
RGS20	81424
TNIP1	62868
CKS1BP7	5934
ANK1	15660
PPP1R2B	5233
OPRM1	35462
ENSG00000253796	174088
CYRIB	103910
CDH12	467953
ENSG00000253809	22398
ENSG00000253205	90649
PPDPFL	6749
BIN3	30260
PCM1	107905
LINC01591	68588
FAM184A	79592
OSTCP1	22215
ENSG00000293372	20115
LZTS1	11159
RIMS1	516690
ENSG00000253713	8967
ADAMDEC1	24543
KCTD9P6	6790
TMPRSS4	44015
SAP30L-AS1	8525
ATOX1	14996
ENSG00000290914	10777
DGLUCY	113669
CIBAR1	8002
ENSG00000253489	6379
CPEB4	66463
ELOC	31459
ATXN7	89971
COX6B1P6	5954
ENSG00000253766	166260
EIF3E	52677
PCDHA3	214290
ZFHX4-AS1	77832
PNMA2	14871
LINC01419	8142
TBCA	183076
ENSG00000254258	8654
TCF7	35536
FAM83A-AS2	6850
MTND1P36	6635
PPP2CA	34093
PABPC1	24531
ENSG00000253389	7575
CA1	18920
LINC02237	18800
MAGI2	1440126
ENSG00000291048	9969
SGK3	88622
NRG1	44975
ENSG00000253484	9058
IGHVII-67-1	5745
LSS	43698
ENSG00000254236	6941
TBC1D31	82251
ENSG00000253538	5261
ST13P6	4101
CARD8	17209
ATP6V1G1P2	6045
POLR2K	4586
ANKRD6	71935
FGL1	27090
LACTB2	39556
ENSG00000264668	32293
ENSG00000253600	6150
RALYL	741569
ENSG00000253108	121292
CYFIP2	130084
ENSG00000253584	278777
IGHV3-76	5994
ENSG00000254290	6843
NDRG1	64254
SMG1P3	60508
ENSG00000253896	10174
ENSG00000254205	7818
IDO1	29051
RPSAP71	5098
ENSG00000253115	6228
RASGEF1C	41668
IGHVIII-5-2	5960
STAU2	201765
OSR2	10103
IGHV7-27	6113
PCMTD1	87153
MSC-AS1	212924
ZFAND1	25224
LRRC34	25213
PEX2	23010
LY6E	6395
ENSG00000215288	6950
MOK	14879
MTND2P38	6366
ENSG00000253551	8218
YWHAZ	34033
ANK1	17749
ENSG00000253430	4336
SKP1	25326
LINC02365	46637
OPRM1	35462
HMGB1P1	13107
ENSG00000253857	5968
ENSG00000253235	7532
NSMCE2	278205
CETN3	16410
FZD6	37384
ENSG00000253832	20775
VDAC3	16885
ENSG00000253608	149943
TMEM68	16678
ENSG00000253811	4783
NCK2	79618
ATP6V1E2	36430
ENSG00000254370	10231
LY6K	6692
HAVCR2	28955
ASPH	30346
LINC02153	24133
PCDHGB2	155981
IGKV2-18	6459
DHDH	14258
SLIT3-AS2	17317
MEG3	28267
ENSG00000253614	8387
LINC01847	100312
IL6ST	40939
TCEA1	60799
FAM83A	30397
ASCC3	171934
ST3GAL1	122739
ZHX1	31111
SLC7A2	71183
PABPC1	23496
ENSG00000253130	15652
CCDC26	10244
ENSG00000253335	14673
SDR16C5	25175
HOXA11-AS	6885
MYBL1	56743
GPBAR1	5844
ENSG00000253675	60960
ENSG00000253790	6330
JCHAINP1	6174
PTK2	349033
ENSG00000248647	118521
LINC03000	260939
CREBRF	38978
HAVCR1	35406
STAU2	323658
HDAC2-AS2	49093
RAD21	34126
OSGEPL1	18320
ENSG00000254135	21202
ERICH1	122151
ATOX1	18310
LINC01605	78272
NKX2-1	9432
PABPC1	25667
RAB11FIP1	42395
IGHVIII-11-1	5966
ZNF619	13489
ENSG00000253894	5363
ENSG00000253585	12258
CYRIB	103984
EEF1A1P37	4464
ENDOV	18009
G3BP1	35299
LINC03000	75705
ENSG00000253105	22338
MTUS1-DT	62724
ENSG00000253792	8521
MEG3	34506
ENSG00000253503	168285
INSYN2A	66861
MFAP3	21483
FCHSD1	16089
TTC1	59398
HMGB4	7291
ENSG00000253444	24404
ENSG00000253142	8079
PKIA-AS1	138090
TRIB1AL	77434
OTUD6B-AS1	16574
YWHAZ	20229
NECAB1	18626
MTERF3	23551
TMPRSS4	44363
ENPP2	86959
LRRC34	25159
ENSG00000293418	7543
ASPH	69602
MED30	22145
CETN3	10072
HDAC2-AS2	27351
ENSG00000253725	4037
NEURL1B	48659
CSGALNACT1	201785
SKP1	25078
FAM114A2	52863
HOXA11-AS	7498
CETN3	21573
MOK	12249
ENSG00000253536	6255
MOK	82012
ENSG00000253956	20564
TACC1	96405
MCPH1	42247
STMN4	24414
PPP1R42	62845
EGR3	8071
SDC2	118635
ENSG00000253706	27788
CCDC25	42282
FER1L6	271074
XKR4-AS1	9437
ASPH	46046
ENSG00000276418	167615
COX6C	21172
CYRIB	103943
LECT2	38383
PBK	33581
RHOBTB2	27351
PTK2	9168
NCALD	108213
ENSG00000254187	12953
ENSG00000254396	5098
ZFHX4-AS1	197656
PVT1	140499
ENSG00000254086	10017
ENSG00000254287	8514
LY6E	6640
ENSG00000253429	5992
ENSG00000254239	5613
ENSG00000253673	27620
VXN	26212
ENSG00000253576	4510
ENSG00000253166	5937
ENSG00000253707	5880
LINC02990	7305
COX6C	12319
CA1	56205
ENSG00000253912	5882
DPYSL2	80622
SMG1P4	42386
SQLE-DT	6913
MINCR	7226
LINC03023	18262
DERL1	16026
MRPL22	31338
LINC02847	29260
NRG1	99118
LINC02842	30377
SMIM23	8319
STMN4	27645
ENSG00000253660	21452
PENK	8823
CDKL3	78112
IGHVIII-5-1	5798
CHCHD7	8905
ENSG00000253642	436629
PVT1	308223
LRRC31	35562
IGKV2-4	6414
TMEM68	38862
NRG1	215779
GPAT4-AS1	74528
ENSG00000253730	8643
MRNIP	27258
HDAC2-AS2	242761
ENSG00000253189	6241
CLXN	16277
CLINT1	79102
ZNF395	43214
ZFAND1	25278
ENSG00000253347	19904
SPSB2	8050
LZTS1-AS1	17685
ERLIN2	10913
IGKV3-31	6225
ENSG00000253672	6914
UBE2V2	59277
ENSG00000253699	34818
ENSG00000285655	18139
LEPROTL1	45868
MIR2052HG	161486
ANGPT2	61372
LINC02844	7062
VEGFA	16315
PAX5	199180
ENSG00000253667	5979
ENSG00000254363	14466
IGKV3-25	5952
ENSG00000254076	4743
ENSG00000253777	6224
ENSG00000253139	9077
RPL30	9446
LINC00824	7803
HAVCR1	35403
ENSG00000253406	65982
ENSG00000253449	14724
RANBP17	440997
ENSG00000253197	85661
TNIP1	40106
ZNF395	42568
KCNB2	404124
IGHV3-65	6140
NKAIN3	753710
FAM200C	12208
GABRA6	19844
INPP4A	70559
USP12P1	4116
MCPH1-DT	7245
ENSG00000253532	4229
MOK	17458
ENSG00000254273	6078
PAX5	206699
LINC01863	18675
PPP1R3B-DT	167338
DHDH	14257
